group,coord,density
slice,0.039875802729951844,12.387410685328424
slice,0.04024782439681672,9.22830556289935
slice,0.040619846063681596,5.684853148188756
slice,0.04099186773054647,3.171819875160027
slice,0.04136388939741135,1.9467940602833032
slice,0.041735911064276224,1.6123394851065185
slice,0.0421079327311411,1.6123939800374718
slice,0.042479954398005976,1.6010859505218629
slice,0.04285197606487085,1.4674164972820534
slice,0.04322399773173573,1.3044379343521275
slice,0.043596019398600604,1.3991478720410502
slice,0.04396804106546548,1.728659904484278
slice,0.044340062732330356,1.9139115162141964
slice,0.04471208439919523,1.7398798255868375
slice,0.04508410606606011,1.3293700871455696
slice,0.045456127732924984,0.9170217620018487
slice,0.04582814939978986,0.5639012140381954
slice,0.046200171066654735,0.2687462268184193
random,0.016523922759430626,0.01617963276409301
random,0.01683098097903585,0.0255263665662535
random,0.017138039198641077,0.049028797818540464
random,0.0174450974182463,0.10226415124175404
random,0.017752155637851524,0.1840744612834879
random,0.01805921385745675,0.29853290447914016
random,0.018366272077061974,0.4892656701525975
random,0.0186733302966672,0.7886203971372102
random,0.018980388516272425,1.1953163992717382
random,0.01928744673587765,1.7958643374963124
random,0.019594504955482872,2.7886328843436865
random,0.019901563175088097,4.32637979150746
random,0.020208621394693323,6.459152636544621
random,0.020515679614298548,9.265101659513258
random,0.020822737833903773,12.97078007516295
random,0.021129796053508995,17.79084919692527
random,0.02143685427311422,23.68790990963593
random,0.021743912492719446,30.335650757872088
random,0.02205097071232467,37.30923894387467
random,0.022358028931929896,44.2901268422819
random,0.022665087151535118,51.067542325327636
random,0.022972145371140347,57.4951980314596
random,0.02327920359074557,63.49113986266062
random,0.023586261810350794,69.10629741892011
random,0.02389332002995602,74.44594218176944
random,0.024200378249561245,79.64133662774609
random,0.02450743646916647,84.79929580502163
random,0.024814494688771692,89.79444347672138
random,0.025121552908376917,94.54612333561762
random,0.025428611127982143,98.96651215067271
random,0.025735669347587368,102.84728981702348
random,0.026042727567192593,105.90040627349488
random,0.026349785786797815,107.91932266000907
random,0.026656844006403044,109.01981139403365
random,0.026963902226008266,109.20958138099961
random,0.02727096044561349,108.4709892842423
random,0.027578018665218716,107.26312314201273
random,0.027885076884823938,106.29860414508602
random,0.028192135104429167,105.77498730902036
random,0.02849919332403439,105.0202950413914
random,0.028806251543639614,103.31017593282299
random,0.02911330976324484,99.99422743097709
random,0.029420367982850065,94.21978102113995
random,0.02972742620245529,85.49625505704677
random,0.03003448442206051,74.29478021330301
random,0.03034154264166574,62.07009257799791
random,0.030648600861270962,50.58704064049299
random,0.030955659080876188,41.08712793918881
random,0.03126271730048141,34.110898216830584
random,0.031569775520086635,29.78473793739278
random,0.031876833739691864,27.793052106621023
random,0.032183891959297085,27.340582051341872
random,0.032490950178902314,27.516185565451778
random,0.032798008398507536,27.4858936732822
random,0.03310506661811276,26.593036760569905
random,0.03341212483771799,24.72475092179346
random,0.03371918305732321,22.20503544421219
random,0.03402624127692844,19.352335091447646
random,0.03433329949653366,16.513789708246932
random,0.03464035771613888,14.322222010722106
random,0.03494741593574411,13.30743544735797
random,0.03525447415534934,13.40270512751596
random,0.03556153237495456,14.221730388327751
random,0.03586859059455978,15.394388842639168
random,0.036175648814165004,16.58555304810729
random,0.03648270703377023,17.635962460126205
random,0.03678976525337546,18.56090049577221
random,0.03709682347298068,19.39070417156567
random,0.037403881692585905,19.998505860435262
random,0.03771093991219113,19.99952449289017
random,0.038017998131796356,19.292383300447543
random,0.038325056351401585,18.233895961386214
random,0.038632114571006806,16.974209473494984
random,0.03893917279061203,15.42234515224877
random,0.03924623101021725,13.67553842446929
random,0.03955328922982248,11.942917893574053
random,0.03986034744942771,10.31193630152327
random,0.04016740566903293,8.835117383421267
random,0.04047446388863815,7.558842215698728
random,0.04078152210824337,6.425599871226853
random,0.0410885803278486,5.367242824484887
random,0.04139563854745383,4.380005443711913
random,0.04170269676705905,3.5203125770863672
random,0.042009754986664274,2.838931141959296
random,0.0423168132062695,2.3222169459610313
random,0.042623871425874725,1.89938890941008
random,0.042930929645479954,1.4903480900677588
random,0.043237987865085176,1.0945368590099651
random,0.0435450460846904,0.7689073538468523
random,0.043852104304295626,0.5378252046898448
random,0.044159162523900855,0.3853098416908786
random,0.04446622074350608,0.27911166171440127
random,0.0447732789631113,0.1959397663207349
random,0.04508033718271652,0.1254178323899361
random,0.04538739540232175,0.07411801779677302
random,0.04569445362192698,0.04861067208144199
random,0.0460015118415322,0.04313188966726031
random,0.04630857006113742,0.04249339917751459
random,0.046615628280742644,0.03429863453633048
random,0.04692268650034787,0.02049341982348175
