group,x,y
slice,0.9342689157892465,0.029642187669574497
slice,0.8686189319620465,0.028188193566712278
slice,0.9874786124609543,0.024424039509257187
slice,0.8887090171546126,0.02638668080799929
slice,0.8956980130472727,0.026906201727430693
slice,1.0396848439090631,0.022159666601364477
slice,0.96787821747107,0.021447743348557535
slice,1.1265557350464985,0.03154895900186273
slice,0.945746948382421,0.02752674648888347
slice,1.0678540385151702,0.028380211429723985
slice,0.9883298290464723,0.0314074032119469
slice,1.0479853903387837,0.037480902343243305
slice,1.0299086070147971,0.022362761490317438
slice,0.9918351918276995,0.030443022843485986
slice,1.1350183283873312,0.027641937301546054
slice,0.9528140928264868,0.03641470014923261
slice,0.9031706503747818,0.02774102216325458
slice,1.0534282182639485,0.02648918173550981
slice,1.1038022683923727,0.026000120843468824
slice,0.8620761219819771,0.025770433091487983
slice,0.9848898065268041,0.03506222735544571
slice,1.117746306906198,0.01869353205277138
slice,1.0748855856768602,0.03158026450271834
slice,1.1475423149492885,0.02719712594086505
slice,1.009424143479173,0.029880355981835742
slice,1.0479987156403454,0.028269873974211587
slice,0.9407440843413785,0.022333453363099994
slice,1.1342606798997976,0.031500771468684755
slice,0.9599006465669608,0.02526771922473134
slice,1.0715532138059887,0.02909712243210445
slice,0.9709420612357246,0.021551329560441267
slice,1.0185456790188998,0.029116717535587783
slice,1.065934760506464,0.02622001142738611
slice,1.0026802455254062,0.026247603665972858
slice,1.1221258980728526,0.02541943324070368
slice,0.9757902963783431,0.037563067177780705
slice,1.0441215394429975,0.039800548461379634
slice,0.9527087299900162,0.021268576013852215
slice,0.9724470004693039,0.027441098149528907
slice,0.9820150324700657,0.021420787985527386
slice,0.8877421054936856,0.023102058514741626
slice,0.877517103717702,0.029648284712616914
slice,1.0502469769440275,0.02398979812865721
slice,1.0466553215029157,0.03682548920636118
slice,1.0488729142630286,0.026893226903530264
slice,0.8559299336028074,0.027944781560130704
slice,0.947964052801534,0.03766473190915973
slice,0.9093429541777591,0.02553964187086208
slice,1.0834454267632037,0.03511866877050627
slice,1.108189120418839,0.024261209800373097
slice,0.9240041131678443,0.023983042523077206
slice,1.050354747654396,0.026320514486778933
slice,0.8888088410374824,0.02609576298101513
slice,0.932545757680514,0.028338225282548462
slice,0.8915963488700258,0.03711810075648805
slice,0.9350562299797688,0.02835066828868346
slice,1.0524209642047833,0.027532812757257955
slice,1.1230980730555757,0.03665907504483122
slice,0.9107567223772558,0.027905060736606237
slice,1.0126237104852158,0.025853690960581273
slice,1.0604173303730298,0.02905118990082458
slice,1.1358767405456698,0.02336016739876619
slice,1.0330181448661522,0.02569703900893686
slice,0.9265320793082142,0.03796593595641731
slice,1.0376434470741809,0.02658589049108879
slice,0.9461473485034049,0.03440643824489662
slice,1.1428385172075124,0.01644815246012062
slice,0.969902840549091,0.025871564835811697
slice,1.0556283162283042,0.03044554652012363
slice,0.8569682747040276,0.027459628243182536
slice,0.9700184338404266,0.034606184000151786
slice,1.1125322839967535,0.030705477199368256
slice,1.0330682333299737,0.031517024141142005
slice,0.9831828659187929,0.03312859247382686
slice,1.1307812498307177,0.027038397971665264
slice,1.1061953128441688,0.01970578593433299
slice,0.9466647021468815,0.025511671554534217
slice,1.0133645206124018,0.02146759493700358
slice,0.9969472768277388,0.02537635540635655
slice,1.0396607500344588,0.028310157646189667
slice,0.9502333800876267,0.03661814764290546
slice,0.9232615002297665,0.02550820046452343
slice,1.1238015505766608,0.020492618002448653
slice,1.127162349849552,0.024649062840190507
slice,1.1029968657285938,0.029111424565295595
slice,1.1434613292293685,0.023225173792772558
slice,1.0734974577339065,0.026491484987679705
slice,1.0794001685685999,0.03658021926756452
slice,1.0787770275887922,0.029833422942273632
slice,0.9941822892826919,0.02447557638065925
slice,0.9869356583542814,0.023925126778620923
slice,0.922067882844701,0.027036143686801517
slice,1.0434457583077872,0.02967518359445855
slice,0.9367960408307003,0.02541264320135653
slice,0.9273425229107063,0.03074892830852648
slice,1.0257884122288163,0.02875078573222377
slice,0.972994716467513,0.029661795672659717
slice,0.9156569826383897,0.01906694984341317
slice,1.0948168050258493,0.03998846096525629
slice,1.1081709757883127,0.02248138232572805
slice,0.9003098559033342,0.028411720978204113
slice,0.85225210984,0.031089705546209347
slice,0.9508389905588122,0.028742336091627595
slice,1.0892532507042259,0.028851951101837376
slice,1.1017521598702973,0.029215510276205253
slice,0.8914987210348148,0.03765746890780027
slice,1.0823007703549155,0.029208467428219226
slice,0.8847112501928288,0.037955433932259655
slice,0.9670187770469587,0.03207154815716455
slice,1.1495828545035747,0.027450968392483045
slice,0.907777246969273,0.024056639261933292
slice,0.8961890747732879,0.038785463248543255
slice,0.9768400997640381,0.03219816808934753
slice,1.0359005577909584,0.038163236081276426
slice,1.129870234723976,0.02431308138208315
slice,1.1442463436599102,0.028881566807606392
slice,0.8708921909774184,0.024881508315060023
slice,0.8913992552043716,0.02673818859050765
slice,1.087221392168798,0.029247319726230833
slice,0.9311896456812582,0.027620894843591412
slice,1.115454717851908,0.023375661849976696
slice,1.049035977168726,0.02716546211210131
slice,0.8835534407142032,0.014850215739608028
slice,1.0997587854772022,0.023457255802682427
slice,0.9029069140024227,0.027791969383575327
slice,0.9770486184038961,0.02550137054848016
slice,1.015655478567799,0.02552717797723583
slice,1.0002298447240836,0.026112662755419916
slice,1.0558488746845451,0.026909021512095985
slice,1.0458060204607766,0.02240747217660278
slice,1.1476126016584165,0.03429282041658729
slice,1.1498265727672563,0.01916215371714748
slice,1.0049378207906923,0.037668024993682235
slice,0.8785597260882592,0.031093521010345654
slice,1.0683529896906154,0.026291564140202492
slice,1.1429992234649768,0.027003872447261597
slice,0.945497916288706,0.023245640213106496
slice,0.9883626657512721,0.03050547427937262
slice,0.9774330774446368,0.01369339185470168
slice,0.8654257463670788,0.020530466334984118
slice,1.0516793293670335,0.02522635736959845
slice,0.9560013085205403,0.03294147233422391
slice,1.0862391623894507,0.024722350571296237
slice,1.0996360225845958,0.022576432639484403
slice,1.0963692359793535,0.03455983675607491
slice,0.974999799411964,0.024808906105872643
slice,0.9464637046722698,0.03611791484580094
slice,1.0746462339001164,0.024412725901926228
slice,1.090416830152817,0.027821327625645043
slice,0.9973772339174098,0.028411975830878188
slice,1.1179093058608909,0.03622684542456272
slice,0.8931726088235675,0.028591227699275995
slice,1.113720633897688,0.027054416636407067
slice,0.8788285698915643,0.027671904685232344
slice,0.8960576566163841,0.026772258243207704
slice,1.010152003982188,0.03558229780270708
slice,0.8702555440562245,0.02815160581608786
slice,0.8658421304200331,0.02920696913515268
slice,0.8501556232497116,0.02387785568867609
slice,0.9808949979082789,0.03559411067329159
slice,1.082387164387669,0.042262665276724384
slice,0.8604515050839747,0.02165468119431706
slice,1.0456772819397566,0.02850199517212245
slice,1.096938195224856,0.020633081635169057
slice,0.9004002545733614,0.03037858670317268
slice,0.8940591204464212,0.025751734971301895
slice,1.108240292086161,0.029457197105372885
slice,1.0969373829850284,0.01887148901943878
slice,1.011682529879256,0.02756036910447558
slice,1.095759963788194,0.020832596331316535
slice,0.8778268232273484,0.03478248945037522
slice,0.9683444553816263,0.022887111524077335
slice,1.071339266831912,0.028887457189558527
slice,0.927235587797189,0.029724130330584065
slice,1.0756986743300658,0.023490826007128127
slice,1.001253581317244,0.028053602915791582
slice,1.0750797963844698,0.026128401821856526
slice,0.9894038913571989,0.02701951059931066
slice,0.9603713020665453,0.030004050258109944
slice,0.9157567649435897,0.03660786553224807
slice,0.9125138024305045,0.022523817302610705
slice,1.0754472431714188,0.02843860874978513
slice,0.8856731044101882,0.03733864071227279
slice,0.8757947050332835,0.024664082573015455
slice,0.902887409506639,0.033060364871377756
slice,0.9026039534361766,0.03911926811293479
slice,1.09693228684207,0.027035910080227078
slice,0.9695519870422638,0.034344311724379524
slice,1.1471165372081447,0.02304081882295225
slice,0.8911633773371838,0.02562797457780922
slice,1.046061947708093,0.02850622722543295
slice,0.9846188521603751,0.030994277817164274
slice,0.9678754530091221,0.0292285656186519
slice,1.1125252597162247,0.029211948837011108
slice,1.1426786937485198,0.024682275721802715
slice,1.1118576876322537,0.02426708867213344
slice,0.9076902037105399,0.03158026450271834
slice,0.9162393763626802,0.019771870402282735
slice,1.0468221637285189,0.03912493172331623
slice,0.9367250744914575,0.02549570510299618
slice,1.070417539234174,0.02556757857694825
slice,1.0199261952428933,0.02074807323100943
slice,1.015272630547121,0.03622355937683507
slice,1.0985640774516356,0.028099555518056207
slice,1.0631598315228032,0.026413852541436147
slice,0.8579733294991875,0.031008896812338285
slice,0.8648377411438047,0.028744554041454644
slice,1.0304675357368047,0.02911691755465511
slice,0.9958576226866827,0.030555197999498768
slice,0.9280553966028974,0.027721989061489337
slice,0.9755968261944405,0.022244269603169112
slice,1.0773730956198582,0.03646648235787368
slice,1.097983445397379,0.03284299753018785
slice,1.0183669203670132,0.03763332476333487
slice,0.965610844257131,0.028728721816583046
slice,0.9312090284485322,0.031662469282194704
slice,1.006575541230776,0.028851578883097376
slice,0.9444248855693143,0.028560234062824902
slice,1.0192285411141668,0.02861248872004918
slice,1.0529957147528912,0.027356107956285815
slice,0.8698237632758185,0.022523817302610705
slice,0.8503202395068241,0.019075349276064385
slice,0.9136831416522229,0.030314756557892467
slice,1.1183534493156344,0.021908014096855593
slice,1.0438872289685677,0.028468793269204925
slice,0.9015881055811068,0.026206221265523664
slice,1.1170791885470857,0.03044656782214761
slice,0.990986782086202,0.023109794718924232
slice,0.9928275270035982,0.038677034002691256
slice,1.1306625831527966,0.03884746055319911
slice,0.867846007655002,0.036051927861504844
slice,0.9145534823886156,0.027225556458330896
slice,1.0257313975464166,0.02713429395577539
slice,0.9086459528746013,0.02835446714794831
slice,1.0538581027626874,0.030133510441562972
slice,0.9142276868010161,0.02827303933921786
slice,0.8797470911796443,0.028587841733560094
slice,0.9120955478922519,0.035110805418367357
slice,0.9768202102816187,0.03270325224050697
slice,0.9028414897519239,0.02422976256591919
slice,0.8904076074770042,0.03747277001686195
slice,1.1080845658656822,0.03969525646115576
slice,0.9461191610791924,0.030025497440024817
slice,0.9582276059554761,0.02892678166565997
slice,0.8665811228503683,0.026029342924358594
slice,0.9572108870506162,0.02663555272451851
slice,0.9294421531964739,0.02554928145552108
slice,1.0331455202025366,0.025678683125657124
slice,0.911617089301722,0.02527874881558499
slice,1.1165096359188522,0.028969982419530055
slice,1.1288999862758666,0.030630580612695458
slice,0.879949317153037,0.0366360758090107
slice,0.8822208868865732,0.02492092636949631
slice,0.8845979314332963,0.028270549898260354
slice,1.0358707768930935,0.024792243539476486
slice,0.8865906892628869,0.028364637543149628
slice,1.10571469537908,0.037173581369400154
slice,1.0762814544813677,0.04006953491016423
slice,1.0959426574714073,0.02169720841902107
slice,1.0078181580658063,0.018654482506073964
slice,1.149003163455746,0.030553899813145588
slice,0.8632525308832484,0.023792054133734343
slice,0.970379489255834,0.030463994087306843
slice,0.9471810006812909,0.024176169923861332
slice,1.1345936496137923,0.01889578125918391
slice,1.023058287549278,0.03321481203275333
slice,1.0918572896334175,0.027444505116388823
slice,0.9011023580975557,0.03218487696436418
slice,1.1435902431701317,0.027081290978259162
slice,0.9995918640628946,0.039986672818564474
slice,0.9981016228811938,0.03412137919666059
slice,1.1412654185637214,0.02911844117032882
slice,0.9642197083651435,0.023806917404784793
slice,0.9692575073664979,0.030820794065311526
slice,1.0254258108414809,0.02649803418015471
slice,0.8884157831643361,0.03464924651793003
slice,0.9463256879235564,0.025366190781566857
slice,0.9079624967335391,0.02384826863941011
slice,0.880985043732115,0.02598988099555118
slice,1.109843381899306,0.027300703262850758
slice,1.0267993498382428,0.029569920495435418
slice,0.9576018374583734,0.027773016648908803
slice,0.9726008132100139,0.03333975927484302
slice,0.9794557011062064,0.025947647004591373
slice,1.0399447546434128,0.02599709459736434
slice,1.128030817446698,0.026898662702582628
slice,1.1298338858970947,0.024664082573015455
slice,0.967447593859199,0.032902379646055274
slice,0.9487787378793309,0.022746421061957647
slice,0.9853139500555765,0.023917141552939235
slice,1.0203802691285477,0.026649424464936674
slice,0.9885453734349245,0.024685668077691802
slice,1.0476260229450103,0.029477378757656676
slice,1.0163197070139292,0.02927060526914826
slice,0.9462146640082228,0.021875876936838776
slice,0.9537192417287897,0.023424736984843642
slice,0.9635778362679193,0.02658589049108879
slice,0.8783919304748167,0.026589412179376153
slice,0.8998187897241919,0.02863217378115298
slice,1.066934140643616,0.03320969529563979
slice,0.966729013456624,0.029250680976637904
slice,0.914361691768043,0.01863508919291587
slice,1.018801723172457,0.03244810592486932
slice,1.0766618627420281,0.02113029451920896
slice,0.9272267087036115,0.031016845727324792
slice,1.0980369645771233,0.025544057239084383
slice,1.128251457887515,0.02603118601314525
slice,1.0292183587221522,0.027438638236861032
slice,1.050684297697474,0.036351219504223625
slice,0.8657727970969167,0.026712630579479816
slice,1.133655967306572,0.028427846399348637
slice,0.9677454202794832,0.018582385277455104
slice,1.127170120163629,0.039858656801961115
slice,1.0236932574250728,0.026560126739463032
slice,0.8513856396529983,0.02233183305816284
slice,0.8615625997970308,0.03184317467517614
slice,1.0541256417009766,0.024470847994994386
slice,1.01880040414958,0.028980615835147022
slice,0.8579597311618223,0.03809479610325728
slice,1.0730379883667156,0.028089908966331567
slice,1.1056436011207544,0.023387126059870374
slice,0.9989252447317924,0.02406088705602898
slice,0.9897272321071765,0.02451062511094995
slice,0.8516419326503882,0.030484799997065704
slice,1.0859949137480798,0.026782903575221017
slice,0.9492148200238316,0.038747875825417326
slice,1.113629085934762,0.029073903714943842
slice,0.9619181762674159,0.027024650454138564
slice,1.0195233731892117,0.02522953966440473
slice,0.9311025364597982,0.024005274053618516
slice,0.8981764937754756,0.02171366445261605
slice,1.0824723710143984,0.02513362281218174
slice,0.9989771436538845,0.028400874327791894
slice,1.0109463771256753,0.02325525637555964
slice,1.1396247860445206,0.03175687185689268
slice,1.1390739736666462,0.02102561798142562
slice,1.106692636510721,0.03526939956412898
slice,0.9062827878295101,0.013744645601132695
slice,1.0282818082904739,0.03160536769749622
slice,1.1134442273966612,0.027695066390442818
slice,0.9623391809346813,0.023983160595997723
slice,0.8803318497806755,0.025311132856541664
slice,1.0932888706719766,0.037234519107284286
slice,0.9945290654086515,0.026256531555618703
slice,1.0193178041077535,0.026263175014166903
slice,1.1446432888953533,0.028479098346863706
slice,1.0321634291482216,0.03946585753214196
slice,0.9774938156998304,0.027310603164756978
slice,0.9609953103541593,0.02405834478923414
slice,0.9752857877962137,0.03038021749444859
slice,0.8855197249536007,0.03965535846324692
