mean_radius_um,cond_median_pct,cond_q25_pct,cond_q75_pct,diff_median_pct,diff_q25_pct,diff_q75_pct
0.09657450327298102,5.202250447640977,3.8342187186250545,7.555291874083303,29.582028007542853,21.306076053837096,37.66356838546017
0.11803550400031013,4.815135293299488,3.2557513708882437,6.273697446271765,26.53692064747169,19.3425675558211,32.73653137801246
0.13949650472763925,4.769930121620586,3.336821565791581,6.454744290630801,26.523078803847127,19.81650178693536,33.42683861502139
0.16095750545496834,4.855582885012799,3.472160189984441,6.635724364420392,26.9768867071565,20.5318321777178,34.38390893533905
0.1824185061822975,4.708315162433285,3.3329019837972096,6.546456473156826,26.37539517261095,19.88754179162023,34.04055943254554
0.20387950690962658,4.347049824719528,3.006289652884042,6.181177044357089,24.733633964903625,18.386426520971455,32.71628033496971
0.2253405076369557,3.8681471437085,2.6644526908503163,5.64649650178464,22.626603408872406,16.563545074193385,30.623066354880617
0.2468015083642848,3.3877963782587783,2.3362860264265373,5.024920250120751,20.4263099478651,14.858814073118761,28.155867387298464
0.2682625090916139,3.0272418391926292,2.0602246641155815,4.44551636179128,18.58326786075707,13.253464813238507,25.83433258537537
0.289723509818943,2.7102409012948914,1.8509475598410319,4.022485145763993,16.932278312522925,12.070503692239567,23.79774691980843
0.31118451054627216,2.4638368209842665,1.6491514109066823,3.720771269149181,15.515080775073518,10.875675203054303,22.125539365351422
0.3326455112736013,2.230720797370267,1.4811927628166077,3.5286072852557027,14.235539333594039,9.841228783104585,21.03742482972567
0.35410651200093035,1.9659777502593956,1.3166255292661493,3.0752610857459755,12.586737946632983,8.799491430367414,18.6675770999096
0.3755675127282595,1.8152613953784091,1.166908878746653,2.900812466421532,11.615273434528046,7.847448421238233,17.569971094164707
0.39702851345558865,1.6181314342590791,1.0610899101770626,2.6267278970308174,10.417149502646037,7.128271725752607,15.918774989646389
0.41848951418291774,1.3502676776517175,0.8851167955420375,2.396446455906448,8.843005247937125,6.134194445571581,14.038774568308902
0.43995051491024684,1.274408470654298,0.8451263576217172,2.0928699511250537,8.299085737964141,5.769965246938326,12.343930448993289
0.461411515637576,1.2396939545871954,0.7816099838908463,2.0444347432701573,7.840812839485473,5.389242825574636,11.719435366753787
0.4828725163649051,1.152525622360162,0.7381904316342197,2.0682592778953013,7.458889585003776,5.05430618085338,10.916794018898488
0.5043335170922342,0.9401952614114473,0.5775885344693255,1.5878929931737202,6.155265588365435,4.149053416226529,9.179778515257183
0.5257945178195633,0.9314866325372428,0.5572739974358282,1.7656047854644918,6.175485809093917,3.9879708527486457,9.71008014813798
0.5472555185468924,0.85682797037957,0.5183374817407604,1.7253107763550157,5.618908206760469,3.718581303266877,9.121003038920982
0.5687165192742216,0.8094160333051048,0.48466294710131363,1.5893636944199319,5.446850952632619,3.481447302507423,9.318376775795356
0.5901775200015507,0.8965572697351598,0.4452377789465167,1.590344197457891,5.788416643655722,3.213375131306101,8.842607951317385
0.6116385207288797,0.7093927713466508,0.4912489692690203,1.644120974336627,4.837538807724168,3.5208682505349733,9.353195571766959
0.633099521456209,0.7835970230732625,0.4047857472255417,1.7218690536978887,5.162373480745314,2.9108026353118723,8.126423850874387
