species,sample_size,position,coord,density
human,100,0.15,0.06352380758705103,7.43624927654866
human,100,0.15,0.06456167945150222,6.771247467235439
human,100,0.15,0.0655995513159534,6.129135288788496
human,100,0.15,0.06663742318040458,5.528028494695762
human,100,0.15,0.06767529504485575,4.979011522718078
human,100,0.15,0.06871316690930694,4.4868497227032895
human,100,0.15,0.06975103877375813,4.050199154133004
human,100,0.15,0.0707889106382093,3.66166050675812
human,100,0.15,0.07182678250266049,3.3091705661046684
human,100,0.15,0.07286465436711166,2.979571786305516
human,100,0.15,0.07390252623156285,2.6634377406190906
human,100,0.15,0.07494039809601402,2.3589344842277553
human,100,0.15,0.07597826996046521,2.072744576524192
human,100,0.15,0.07701614182491638,1.817625862478565
human,100,0.15,0.07805401368936757,1.6078017008800194
human,100,0.15,0.07909188555381876,1.4540184904424456
human,100,0.15,0.08012975741826993,1.3596912793083948
human,100,0.15,0.0811676292827211,1.3188401349891359
human,100,0.15,0.08220550114717229,1.3161640954410432
human,100,0.15,0.08324337301162346,1.3295252735760206
human,100,0.15,0.08428124487607465,1.3347373315071833
human,100,0.15,0.08531911674052584,1.3116045949566066
human,100,0.15,0.08635698860497701,1.2491781975443947
human,100,0.15,0.0873948604694282,1.1481066306212437
human,100,0.15,0.08843273233387937,1.0191439772237354
human,100,0.15,0.08947060419833056,0.8786987737523089
human,100,0.15,0.09050847606278173,0.7435629185731756
human,100,0.15,0.09154634792723292,0.6268904525465753
human,100,0.15,0.09258421979168409,0.5363513838963389
human,100,0.15,0.09362209165613528,0.47411428160426944
human,100,0.15,0.09465996352058645,0.4377293026219183
human,100,0.15,0.09569783538503764,0.4212128480162248
human,100,0.15,0.09673570724948882,0.4162040679610891
human,100,0.15,0.09777357911394,0.4134123901445684
human,100,0.15,0.09881145097839118,0.40446856080455995
human,100,0.15,0.09984932284284236,0.38388240634232423
human,100,0.15,0.10088719470729354,0.350449754694591
human,100,0.15,0.10192506657174472,0.30744163236730476
human,100,0.15,0.1029629384361959,0.26132863857635386
human,100,0.15,0.10400081030064708,0.21944498235095483
human,100,0.15,0.10503868216509826,0.18751427147438077
human,100,0.15,0.10607655402954944,0.16802968834287904
human,100,0.15,0.10711442589400062,0.16004677299883135
human,100,0.15,0.10815229775845181,0.1602496952199811
human,100,0.15,0.10919016962290298,0.1645879610199044
human,100,0.15,0.11022804148735417,0.1696566147986256
human,100,0.15,0.11126591335180534,0.17333328684957905
human,100,0.15,0.11230378521625653,0.17471632534457612
human,100,0.15,0.1133416570807077,0.17375229000208878
human,100,0.15,0.11437952894515889,0.1709013287790482
human,100,0.15,0.11541740080961006,0.16689888146645604
human,100,0.15,0.11645527267406125,0.16246185245176553
human,100,0.15,0.11749314453851242,0.15786801541036333
human,100,0.15,0.11853101640296361,0.15260017564617423
human,100,0.15,0.1195688882674148,0.14537979590497097
human,100,0.15,0.12060676013186597,0.13472563206685165
