species,distribution,pdf_x,pdf_val
human,genextreme,19.255360721442887,2.2909380675468907e-06
human,genextreme,19.295340681362728,2.272549881917252e-06
human,genextreme,19.335320641282568,2.2543465735465413e-06
human,genextreme,19.375300601202408,2.236325910323621e-06
human,genextreme,19.415280561122245,2.218485691575686e-06
human,genextreme,19.455260521042085,2.2008237475624714e-06
human,genextreme,19.495240480961925,2.1833379389796462e-06
human,genextreme,19.535220440881766,2.166026156471156e-06
human,genextreme,19.575200400801606,2.1488863201503625e-06
human,genextreme,19.615180360721446,2.1319163791297537e-06
human,genextreme,19.655160320641283,2.1151143110591193e-06
human,genextreme,19.695140280561123,2.098478121672018e-06
human,genextreme,19.735120240480963,2.082005844340275e-06
human,genextreme,19.775100200400804,2.065695539636475e-06
human,genextreme,19.815080160320644,2.049545294904236e-06
human,genextreme,19.855060120240484,2.0335532238361093e-06
human,genextreme,19.89504008016032,2.0177174660589537e-06
human,genextreme,19.93502004008016,2.002036186726631e-06
human,genextreme,19.975,1.9865075761199334e-06
human,invgauss,0.025,1.7929887621850275e-05
human,invgauss,0.06497995991983968,0.18091633568805135
human,invgauss,0.10495991983967937,1.0352236774487524
human,invgauss,0.14493987975951905,1.8252042052633568
human,invgauss,0.18491983967935874,2.205954420578847
human,invgauss,0.22489979959919842,2.2723354230343342
human,invgauss,0.26487975951903814,2.163828497266594
human,invgauss,0.3048597194388778,1.975138130743304
human,invgauss,0.3448396793587175,1.7599396138944547
human,invgauss,0.3848196392785572,1.5460563362892337
human,invgauss,0.4247995991983969,1.3466847753012943
human,invgauss,0.46477955911823654,1.1671367124908065
human,invgauss,0.5047595190380763,1.0086285136419475
human,invgauss,0.544739478957916,0.8703536426901339
human,invgauss,0.5847194388777556,0.7505977386062378
human,invgauss,0.6246993987975953,0.6473275084911357
human,invgauss,0.664679358717435,0.5584921424031194
human,invgauss,0.7046593186372747,0.48216849326750666
human,invgauss,0.7446392785571144,0.4166221947323325
human,invgauss,0.784619238476954,0.36032446552554037
human,invgauss,0.8245991983967937,0.3119464800468551
human,invgauss,0.8645791583166335,0.2703432847371329
human,invgauss,0.9045591182364731,0.23453373029977853
human,invgauss,0.9445390781563128,0.20367981831723722
human,invgauss,0.9845190380761525,0.1770671527480122
human,invgauss,1.0244989979959922,0.15408724558586648
human,invgauss,1.0644789579158318,0.13422191736199343
human,invgauss,1.1044589178356714,0.11702976844031689
human,invgauss,1.144438877755511,0.102134568978194
human,invgauss,1.1844188376753508,0.08921536286443124
human,invgauss,1.2243987975951904,0.07799806902638619
human,invgauss,1.2643787575150303,0.06824837239591511
human,invgauss,1.3043587174348699,0.059765715385280506
human,invgauss,1.3443386773547095,0.05237822279078737
human,invgauss,1.3843186372745493,0.04593841533016688
human,invgauss,1.424298597194389,0.04031958788776068
human,invgauss,1.4642785571142287,0.03541274727243307
human,invgauss,1.5042585170340683,0.031124020677944973
